"";"Consistancy";"variable";"Count";"Tool";"dataset"
"sw_sed_detender.134";"8";"Count";0;"t-test (rare)";"sw_sed_detender"
"sw_sed_detender.135";"9";"Count";2;"t-test (rare)";"sw_sed_detender"
"sw_sed_detender.136";"10";"Count";2;"t-test (rare)";"sw_sed_detender"
"sw_sed_detender.137";"11";"Count";0;"t-test (rare)";"sw_sed_detender"
"sw_sed_detender.138";"12";"Count";0;"t-test (rare)";"sw_sed_detender"
"sw_sed_detender.139";"13";"Count";0;"t-test (rare)";"sw_sed_detender"
"sw_sed_detender.140";"14";"Count";0;"t-test (rare)";"sw_sed_detender"
"sw_sed_detender.141";"1";"Count";2;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.142";"2";"Count";2;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.143";"3";"Count";5;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.144";"4";"Count";1;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.145";"5";"Count";1;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.146";"6";"Count";3;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.147";"7";"Count";3;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.148";"8";"Count";0;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.149";"9";"Count";1;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.150";"10";"Count";2;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.151";"11";"Count";0;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.152";"12";"Count";0;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.153";"13";"Count";0;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.154";"14";"Count";0;"Wilcoxon (CLR)";"sw_sed_detender"
"sw_sed_detender.155";"1";"Count";0;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.156";"2";"Count";6;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.157";"3";"Count";4;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.158";"4";"Count";7;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.159";"5";"Count";2;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.160";"6";"Count";0;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.161";"7";"Count";0;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.162";"8";"Count";1;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.163";"9";"Count";0;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.164";"10";"Count";0;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.165";"11";"Count";0;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.166";"12";"Count";0;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.167";"13";"Count";0;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.168";"14";"Count";0;"Wilcoxon (rare)";"sw_sed_detender"
"sw_sed_detender.169";"1";"Count";2;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.170";"2";"Count";2;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.171";"3";"Count";3;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.172";"4";"Count";0;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.173";"5";"Count";2;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.174";"6";"Count";4;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.175";"7";"Count";4;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.176";"8";"Count";0;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.177";"9";"Count";1;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.178";"10";"Count";2;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.179";"11";"Count";0;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.180";"12";"Count";0;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.181";"13";"Count";0;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.182";"14";"Count";0;"limma voom (TMM)";"sw_sed_detender"
"sw_sed_detender.183";"1";"Count";0;"limma voom (TMMwsp)";"sw_sed_detender"
"sw_sed_detender.184";"2";"Count";1;"limma voom (TMMwsp)";"sw_sed_detender"
"sw_sed_detender.185";"3";"Count";1;"limma voom (TMMwsp)";"sw_sed_detender"
"sw_sed_detender.186";"4";"Count";0;"limma voom (TMMwsp)";"sw_sed_detender"
"sw_sed_detender.187";"5";"Count";3;"limma voom (TMMwsp)";"sw_sed_detender"
"sw_sed_detender.188";"6";"Count";6;"limma voom (TMMwsp)";"sw_sed_detender"
"sw_sed_detender.189";"7";"Count";5;"limma voom (TMMwsp)";"sw_sed_detender"
"sw_sed_detender.190";"8";"Count";0;"limma voom (TMMwsp)";"sw_sed_detender"
"sw_sed_detender.191";"9";"Count";2;"limma voom (TMMwsp)";"sw_sed_detender"
"sw_sed_detender.192";"10";"Count";2;"limma voom (TMMwsp)";"sw_sed_detender"
"sw_sed_detender.193";"11";"Count";0;"limma voom (TMMwsp)";"sw_sed_detender"
"sw_sed_detender.194";"12";"Count";0;"limma voom (TMMwsp)";"sw_sed_detender"
"sw_sed_detender.195";"13";"Count";0;"limma voom (TMMwsp)";"sw_sed_detender"
"sw_sed_detender.196";"14";"Count";0;"limma voom (TMMwsp)";"sw_sed_detender"
"t1d_alkanani.1";"1";"Count";2;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.2";"2";"Count";3;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.3";"3";"Count";4;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.4";"4";"Count";3;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.5";"5";"Count";2;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.6";"6";"Count";1;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.7";"7";"Count";1;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.8";"8";"Count";3;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.9";"9";"Count";0;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.10";"10";"Count";1;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.11";"11";"Count";0;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.12";"12";"Count";0;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.13";"13";"Count";0;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.14";"14";"Count";0;"ALDEx2";"t1d_alkanani"
"t1d_alkanani.15";"1";"Count";5;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.16";"2";"Count";4;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.17";"3";"Count";4;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.18";"4";"Count";1;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.19";"5";"Count";1;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.20";"6";"Count";2;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.21";"7";"Count";0;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.22";"8";"Count";2;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.23";"9";"Count";0;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.24";"10";"Count";1;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.25";"11";"Count";0;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.26";"12";"Count";0;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.27";"13";"Count";0;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.28";"14";"Count";0;"ANCOM-II";"t1d_alkanani"
"t1d_alkanani.29";"1";"Count";6;"corncob";"t1d_alkanani"
"t1d_alkanani.30";"2";"Count";4;"corncob";"t1d_alkanani"
"t1d_alkanani.31";"3";"Count";2;"corncob";"t1d_alkanani"
"t1d_alkanani.32";"4";"Count";4;"corncob";"t1d_alkanani"
"t1d_alkanani.33";"5";"Count";1;"corncob";"t1d_alkanani"
"t1d_alkanani.34";"6";"Count";0;"corncob";"t1d_alkanani"
"t1d_alkanani.35";"7";"Count";0;"corncob";"t1d_alkanani"
"t1d_alkanani.36";"8";"Count";2;"corncob";"t1d_alkanani"
"t1d_alkanani.37";"9";"Count";0;"corncob";"t1d_alkanani"
"t1d_alkanani.38";"10";"Count";1;"corncob";"t1d_alkanani"
"t1d_alkanani.39";"11";"Count";0;"corncob";"t1d_alkanani"
"t1d_alkanani.40";"12";"Count";0;"corncob";"t1d_alkanani"
"t1d_alkanani.41";"13";"Count";0;"corncob";"t1d_alkanani"
"t1d_alkanani.42";"14";"Count";0;"corncob";"t1d_alkanani"
"t1d_alkanani.43";"1";"Count";0;"DESeq2";"t1d_alkanani"
"t1d_alkanani.44";"2";"Count";4;"DESeq2";"t1d_alkanani"
"t1d_alkanani.45";"3";"Count";6;"DESeq2";"t1d_alkanani"
"t1d_alkanani.46";"4";"Count";1;"DESeq2";"t1d_alkanani"
"t1d_alkanani.47";"5";"Count";4;"DESeq2";"t1d_alkanani"
"t1d_alkanani.48";"6";"Count";1;"DESeq2";"t1d_alkanani"
"t1d_alkanani.49";"7";"Count";0;"DESeq2";"t1d_alkanani"
"t1d_alkanani.50";"8";"Count";3;"DESeq2";"t1d_alkanani"
"t1d_alkanani.51";"9";"Count";0;"DESeq2";"t1d_alkanani"
"t1d_alkanani.52";"10";"Count";1;"DESeq2";"t1d_alkanani"
"t1d_alkanani.53";"11";"Count";0;"DESeq2";"t1d_alkanani"
"t1d_alkanani.54";"12";"Count";0;"DESeq2";"t1d_alkanani"
"t1d_alkanani.55";"13";"Count";0;"DESeq2";"t1d_alkanani"
"t1d_alkanani.56";"14";"Count";0;"DESeq2";"t1d_alkanani"
"t1d_alkanani.57";"1";"Count";1;"edgeR";"t1d_alkanani"
"t1d_alkanani.58";"2";"Count";2;"edgeR";"t1d_alkanani"
"t1d_alkanani.59";"3";"Count";5;"edgeR";"t1d_alkanani"
"t1d_alkanani.60";"4";"Count";3;"edgeR";"t1d_alkanani"
"t1d_alkanani.61";"5";"Count";5;"edgeR";"t1d_alkanani"
"t1d_alkanani.62";"6";"Count";1;"edgeR";"t1d_alkanani"
"t1d_alkanani.63";"7";"Count";0;"edgeR";"t1d_alkanani"
"t1d_alkanani.64";"8";"Count";2;"edgeR";"t1d_alkanani"
"t1d_alkanani.65";"9";"Count";0;"edgeR";"t1d_alkanani"
"t1d_alkanani.66";"10";"Count";1;"edgeR";"t1d_alkanani"
"t1d_alkanani.67";"11";"Count";0;"edgeR";"t1d_alkanani"
"t1d_alkanani.68";"12";"Count";0;"edgeR";"t1d_alkanani"
"t1d_alkanani.69";"13";"Count";0;"edgeR";"t1d_alkanani"
"t1d_alkanani.70";"14";"Count";0;"edgeR";"t1d_alkanani"
"t1d_alkanani.71";"1";"Count";1;"LEfSe";"t1d_alkanani"
"t1d_alkanani.72";"2";"Count";2;"LEfSe";"t1d_alkanani"
"t1d_alkanani.73";"3";"Count";5;"LEfSe";"t1d_alkanani"
"t1d_alkanani.74";"4";"Count";7;"LEfSe";"t1d_alkanani"
"t1d_alkanani.75";"5";"Count";1;"LEfSe";"t1d_alkanani"
"t1d_alkanani.76";"6";"Count";0;"LEfSe";"t1d_alkanani"
"t1d_alkanani.77";"7";"Count";1;"LEfSe";"t1d_alkanani"
"t1d_alkanani.78";"8";"Count";2;"LEfSe";"t1d_alkanani"
"t1d_alkanani.79";"9";"Count";0;"LEfSe";"t1d_alkanani"
"t1d_alkanani.80";"10";"Count";1;"LEfSe";"t1d_alkanani"
"t1d_alkanani.81";"11";"Count";0;"LEfSe";"t1d_alkanani"
"t1d_alkanani.82";"12";"Count";0;"LEfSe";"t1d_alkanani"
"t1d_alkanani.83";"13";"Count";0;"LEfSe";"t1d_alkanani"
"t1d_alkanani.84";"14";"Count";0;"LEfSe";"t1d_alkanani"
"t1d_alkanani.85";"1";"Count";2;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.86";"2";"Count";3;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.87";"3";"Count";3;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.88";"4";"Count";3;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.89";"5";"Count";2;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.90";"6";"Count";2;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.91";"7";"Count";1;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.92";"8";"Count";3;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.93";"9";"Count";0;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.94";"10";"Count";1;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.95";"11";"Count";0;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.96";"12";"Count";0;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.97";"13";"Count";0;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.98";"14";"Count";0;"MaAsLin2";"t1d_alkanani"
"t1d_alkanani.99";"1";"Count";1;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.100";"2";"Count";3;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.101";"3";"Count";5;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.102";"4";"Count";6;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.103";"5";"Count";1;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.104";"6";"Count";0;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.105";"7";"Count";1;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.106";"8";"Count";2;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.107";"9";"Count";0;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.108";"10";"Count";1;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.109";"11";"Count";0;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.110";"12";"Count";0;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.111";"13";"Count";0;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.112";"14";"Count";0;"MaAsLin2 (rare)";"t1d_alkanani"
"t1d_alkanani.113";"1";"Count";11;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.114";"2";"Count";4;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.115";"3";"Count";3;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.116";"4";"Count";1;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.117";"5";"Count";1;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.118";"6";"Count";0;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.119";"7";"Count";0;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.120";"8";"Count";0;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.121";"9";"Count";0;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.122";"10";"Count";0;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.123";"11";"Count";0;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.124";"12";"Count";0;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.125";"13";"Count";0;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.126";"14";"Count";0;"metagenomeSeq";"t1d_alkanani"
"t1d_alkanani.127";"1";"Count";3;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.128";"2";"Count";3;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.129";"3";"Count";7;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.130";"4";"Count";4;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.131";"5";"Count";1;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.132";"6";"Count";0;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.133";"7";"Count";1;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.134";"8";"Count";0;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.135";"9";"Count";0;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.136";"10";"Count";1;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.137";"11";"Count";0;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.138";"12";"Count";0;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.139";"13";"Count";0;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.140";"14";"Count";0;"t-test (rare)";"t1d_alkanani"
"t1d_alkanani.141";"1";"Count";0;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.142";"2";"Count";4;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.143";"3";"Count";4;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.144";"4";"Count";4;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.145";"5";"Count";3;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.146";"6";"Count";1;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.147";"7";"Count";1;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.148";"8";"Count";3;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.149";"9";"Count";0;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.150";"10";"Count";0;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.151";"11";"Count";0;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.152";"12";"Count";0;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.153";"13";"Count";0;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.154";"14";"Count";0;"Wilcoxon (CLR)";"t1d_alkanani"
"t1d_alkanani.155";"1";"Count";4;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.156";"2";"Count";4;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.157";"3";"Count";5;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.158";"4";"Count";4;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.159";"5";"Count";0;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.160";"6";"Count";0;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.161";"7";"Count";1;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.162";"8";"Count";2;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.163";"9";"Count";0;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.164";"10";"Count";0;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.165";"11";"Count";0;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.166";"12";"Count";0;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.167";"13";"Count";0;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.168";"14";"Count";0;"Wilcoxon (rare)";"t1d_alkanani"
"t1d_alkanani.169";"1";"Count";1;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.170";"2";"Count";1;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.171";"3";"Count";6;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.172";"4";"Count";2;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.173";"5";"Count";4;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.174";"6";"Count";2;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.175";"7";"Count";0;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.176";"8";"Count";4;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.177";"9";"Count";0;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.178";"10";"Count";0;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.179";"11";"Count";0;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.180";"12";"Count";0;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.181";"13";"Count";0;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.182";"14";"Count";0;"limma voom (TMM)";"t1d_alkanani"
"t1d_alkanani.183";"1";"Count";0;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_alkanani.184";"2";"Count";1;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_alkanani.185";"3";"Count";7;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_alkanani.186";"4";"Count";1;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_alkanani.187";"5";"Count";4;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_alkanani.188";"6";"Count";2;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_alkanani.189";"7";"Count";0;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_alkanani.190";"8";"Count";4;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_alkanani.191";"9";"Count";0;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_alkanani.192";"10";"Count";1;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_alkanani.193";"11";"Count";0;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_alkanani.194";"12";"Count";0;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_alkanani.195";"13";"Count";0;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_alkanani.196";"14";"Count";0;"limma voom (TMMwsp)";"t1d_alkanani"
"t1d_mejialeon.1";"1";"Count";0;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.2";"2";"Count";3;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.3";"3";"Count";0;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.4";"4";"Count";3;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.5";"5";"Count";0;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.6";"6";"Count";3;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.7";"7";"Count";3;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.8";"8";"Count";1;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.9";"9";"Count";1;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.10";"10";"Count";2;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.11";"11";"Count";3;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.12";"12";"Count";1;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.13";"13";"Count";0;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.14";"14";"Count";0;"ALDEx2";"t1d_mejialeon"
"t1d_mejialeon.15";"1";"Count";0;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.16";"2";"Count";0;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.17";"3";"Count";1;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.18";"4";"Count";0;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.19";"5";"Count";1;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.20";"6";"Count";4;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.21";"7";"Count";5;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.22";"8";"Count";2;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.23";"9";"Count";1;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.24";"10";"Count";2;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.25";"11";"Count";3;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.26";"12";"Count";1;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.27";"13";"Count";0;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.28";"14";"Count";0;"ANCOM-II";"t1d_mejialeon"
"t1d_mejialeon.29";"1";"Count";3;"corncob";"t1d_mejialeon"
"t1d_mejialeon.30";"2";"Count";1;"corncob";"t1d_mejialeon"
"t1d_mejialeon.31";"3";"Count";1;"corncob";"t1d_mejialeon"
"t1d_mejialeon.32";"4";"Count";3;"corncob";"t1d_mejialeon"
"t1d_mejialeon.33";"5";"Count";1;"corncob";"t1d_mejialeon"
"t1d_mejialeon.34";"6";"Count";2;"corncob";"t1d_mejialeon"
"t1d_mejialeon.35";"7";"Count";4;"corncob";"t1d_mejialeon"
"t1d_mejialeon.36";"8";"Count";1;"corncob";"t1d_mejialeon"
"t1d_mejialeon.37";"9";"Count";1;"corncob";"t1d_mejialeon"
"t1d_mejialeon.38";"10";"Count";2;"corncob";"t1d_mejialeon"
"t1d_mejialeon.39";"11";"Count";0;"corncob";"t1d_mejialeon"
"t1d_mejialeon.40";"12";"Count";1;"corncob";"t1d_mejialeon"
"t1d_mejialeon.41";"13";"Count";0;"corncob";"t1d_mejialeon"
"t1d_mejialeon.42";"14";"Count";0;"corncob";"t1d_mejialeon"
"t1d_mejialeon.43";"1";"Count";1;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.44";"2";"Count";0;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.45";"3";"Count";0;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.46";"4";"Count";3;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.47";"5";"Count";1;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.48";"6";"Count";4;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.49";"7";"Count";4;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.50";"8";"Count";2;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.51";"9";"Count";1;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.52";"10";"Count";1;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.53";"11";"Count";2;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.54";"12";"Count";1;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.55";"13";"Count";0;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.56";"14";"Count";0;"DESeq2";"t1d_mejialeon"
"t1d_mejialeon.57";"1";"Count";6;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.58";"2";"Count";3;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.59";"3";"Count";1;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.60";"4";"Count";2;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.61";"5";"Count";1;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.62";"6";"Count";2;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.63";"7";"Count";0;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.64";"8";"Count";1;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.65";"9";"Count";1;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.66";"10";"Count";1;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.67";"11";"Count";1;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.68";"12";"Count";1;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.69";"13";"Count";0;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.70";"14";"Count";0;"edgeR";"t1d_mejialeon"
"t1d_mejialeon.71";"1";"Count";0;"LEfSe";"t1d_mejialeon"
"t1d_mejialeon.72";"2";"Count";0;"LEfSe";"t1d_mejialeon"
