"";"Consistancy";"variable";"Count";"Tool";"dataset"
"sw_plastic_frere.1";"1";"Count";2;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.2";"2";"Count";0;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.3";"3";"Count";2;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.4";"4";"Count";2;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.5";"5";"Count";0;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.6";"6";"Count";1;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.7";"7";"Count";4;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.8";"8";"Count";4;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.9";"9";"Count";1;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.10";"10";"Count";1;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.11";"11";"Count";1;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.12";"12";"Count";0;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.13";"13";"Count";1;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.14";"14";"Count";1;"ALDEx2";"sw_plastic_frere"
"sw_plastic_frere.15";"1";"Count";0;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.16";"2";"Count";1;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.17";"3";"Count";3;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.18";"4";"Count";2;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.19";"5";"Count";2;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.20";"6";"Count";1;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.21";"7";"Count";2;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.22";"8";"Count";4;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.23";"9";"Count";1;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.24";"10";"Count";1;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.25";"11";"Count";1;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.26";"12";"Count";0;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.27";"13";"Count";1;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.28";"14";"Count";1;"ANCOM-II";"sw_plastic_frere"
"sw_plastic_frere.29";"1";"Count";4;"corncob";"sw_plastic_frere"
"sw_plastic_frere.30";"2";"Count";5;"corncob";"sw_plastic_frere"
"sw_plastic_frere.31";"3";"Count";2;"corncob";"sw_plastic_frere"
"sw_plastic_frere.32";"4";"Count";1;"corncob";"sw_plastic_frere"
"sw_plastic_frere.33";"5";"Count";0;"corncob";"sw_plastic_frere"
"sw_plastic_frere.34";"6";"Count";1;"corncob";"sw_plastic_frere"
"sw_plastic_frere.35";"7";"Count";1;"corncob";"sw_plastic_frere"
"sw_plastic_frere.36";"8";"Count";1;"corncob";"sw_plastic_frere"
"sw_plastic_frere.37";"9";"Count";1;"corncob";"sw_plastic_frere"
"sw_plastic_frere.38";"10";"Count";1;"corncob";"sw_plastic_frere"
"sw_plastic_frere.39";"11";"Count";1;"corncob";"sw_plastic_frere"
"sw_plastic_frere.40";"12";"Count";0;"corncob";"sw_plastic_frere"
"sw_plastic_frere.41";"13";"Count";1;"corncob";"sw_plastic_frere"
"sw_plastic_frere.42";"14";"Count";1;"corncob";"sw_plastic_frere"
"sw_plastic_frere.43";"1";"Count";15;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.44";"2";"Count";1;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.45";"3";"Count";1;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.46";"4";"Count";0;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.47";"5";"Count";0;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.48";"6";"Count";1;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.49";"7";"Count";0;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.50";"8";"Count";0;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.51";"9";"Count";0;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.52";"10";"Count";1;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.53";"11";"Count";0;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.54";"12";"Count";0;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.55";"13";"Count";0;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.56";"14";"Count";1;"DESeq2";"sw_plastic_frere"
"sw_plastic_frere.57";"1";"Count";1;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.58";"2";"Count";0;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.59";"3";"Count";2;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.60";"4";"Count";1;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.61";"5";"Count";3;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.62";"6";"Count";3;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.63";"7";"Count";3;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.64";"8";"Count";4;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.65";"9";"Count";0;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.66";"10";"Count";0;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.67";"11";"Count";1;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.68";"12";"Count";0;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.69";"13";"Count";1;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.70";"14";"Count";1;"edgeR";"sw_plastic_frere"
"sw_plastic_frere.71";"1";"Count";0;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.72";"2";"Count";0;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.73";"3";"Count";1;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.74";"4";"Count";1;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.75";"5";"Count";4;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.76";"6";"Count";2;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.77";"7";"Count";4;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.78";"8";"Count";4;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.79";"9";"Count";1;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.80";"10";"Count";0;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.81";"11";"Count";1;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.82";"12";"Count";0;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.83";"13";"Count";1;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.84";"14";"Count";1;"LEfSe";"sw_plastic_frere"
"sw_plastic_frere.85";"1";"Count";10;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.86";"2";"Count";0;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.87";"3";"Count";3;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.88";"4";"Count";0;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.89";"5";"Count";0;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.90";"6";"Count";1;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.91";"7";"Count";2;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.92";"8";"Count";1;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.93";"9";"Count";0;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.94";"10";"Count";1;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.95";"11";"Count";0;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.96";"12";"Count";0;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.97";"13";"Count";1;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.98";"14";"Count";1;"MaAsLin2";"sw_plastic_frere"
"sw_plastic_frere.99";"1";"Count";1;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.100";"2";"Count";0;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.101";"3";"Count";2;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.102";"4";"Count";3;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.103";"5";"Count";2;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.104";"6";"Count";1;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.105";"7";"Count";3;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.106";"8";"Count";3;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.107";"9";"Count";1;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.108";"10";"Count";1;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.109";"11";"Count";1;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.110";"12";"Count";0;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.111";"13";"Count";1;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.112";"14";"Count";1;"MaAsLin2 (rare)";"sw_plastic_frere"
"sw_plastic_frere.113";"1";"Count";7;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.114";"2";"Count";5;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.115";"3";"Count";3;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.116";"4";"Count";1;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.117";"5";"Count";0;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.118";"6";"Count";0;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.119";"7";"Count";1;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.120";"8";"Count";0;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.121";"9";"Count";0;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.122";"10";"Count";0;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.123";"11";"Count";1;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.124";"12";"Count";0;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.125";"13";"Count";1;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.126";"14";"Count";1;"metagenomeSeq";"sw_plastic_frere"
"sw_plastic_frere.127";"1";"Count";11;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.128";"2";"Count";5;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.129";"3";"Count";1;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.130";"4";"Count";0;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.131";"5";"Count";0;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.132";"6";"Count";0;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.133";"7";"Count";0;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.134";"8";"Count";0;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.135";"9";"Count";0;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.136";"10";"Count";1;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.137";"11";"Count";0;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.138";"12";"Count";0;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.139";"13";"Count";1;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.140";"14";"Count";1;"t-test (rare)";"sw_plastic_frere"
"sw_plastic_frere.141";"1";"Count";6;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.142";"2";"Count";3;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.143";"3";"Count";3;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.144";"4";"Count";1;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.145";"5";"Count";0;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.146";"6";"Count";0;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.147";"7";"Count";2;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.148";"8";"Count";0;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.149";"9";"Count";1;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.150";"10";"Count";1;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.151";"11";"Count";1;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.152";"12";"Count";0;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.153";"13";"Count";1;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.154";"14";"Count";1;"Wilcoxon (CLR)";"sw_plastic_frere"
"sw_plastic_frere.155";"1";"Count";0;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.156";"2";"Count";0;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.157";"3";"Count";1;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.158";"4";"Count";1;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.159";"5";"Count";4;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.160";"6";"Count";2;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.161";"7";"Count";4;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.162";"8";"Count";4;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.163";"9";"Count";1;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.164";"10";"Count";0;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.165";"11";"Count";1;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.166";"12";"Count";0;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.167";"13";"Count";1;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.168";"14";"Count";1;"Wilcoxon (rare)";"sw_plastic_frere"
"sw_plastic_frere.169";"1";"Count";0;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.170";"2";"Count";1;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.171";"3";"Count";4;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.172";"4";"Count";1;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.173";"5";"Count";2;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.174";"6";"Count";3;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.175";"7";"Count";0;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.176";"8";"Count";4;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.177";"9";"Count";1;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.178";"10";"Count";1;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.179";"11";"Count";1;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.180";"12";"Count";0;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.181";"13";"Count";1;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.182";"14";"Count";1;"limma voom (TMM)";"sw_plastic_frere"
"sw_plastic_frere.183";"1";"Count";0;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_plastic_frere.184";"2";"Count";1;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_plastic_frere.185";"3";"Count";2;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_plastic_frere.186";"4";"Count";2;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_plastic_frere.187";"5";"Count";3;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_plastic_frere.188";"6";"Count";2;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_plastic_frere.189";"7";"Count";2;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_plastic_frere.190";"8";"Count";3;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_plastic_frere.191";"9";"Count";1;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_plastic_frere.192";"10";"Count";1;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_plastic_frere.193";"11";"Count";1;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_plastic_frere.194";"12";"Count";0;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_plastic_frere.195";"13";"Count";1;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_plastic_frere.196";"14";"Count";1;"limma voom (TMMwsp)";"sw_plastic_frere"
"sw_sed_detender.1";"1";"Count";0;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.2";"2";"Count";2;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.3";"3";"Count";1;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.4";"4";"Count";1;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.5";"5";"Count";2;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.6";"6";"Count";5;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.7";"7";"Count";5;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.8";"8";"Count";0;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.9";"9";"Count";2;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.10";"10";"Count";2;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.11";"11";"Count";0;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.12";"12";"Count";0;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.13";"13";"Count";0;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.14";"14";"Count";0;"ALDEx2";"sw_sed_detender"
"sw_sed_detender.15";"1";"Count";0;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.16";"2";"Count";0;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.17";"3";"Count";2;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.18";"4";"Count";1;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.19";"5";"Count";2;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.20";"6";"Count";5;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.21";"7";"Count";5;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.22";"8";"Count";1;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.23";"9";"Count";2;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.24";"10";"Count";2;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.25";"11";"Count";0;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.26";"12";"Count";0;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.27";"13";"Count";0;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.28";"14";"Count";0;"ANCOM-II";"sw_sed_detender"
"sw_sed_detender.29";"1";"Count";8;"corncob";"sw_sed_detender"
"sw_sed_detender.30";"2";"Count";3;"corncob";"sw_sed_detender"
"sw_sed_detender.31";"3";"Count";2;"corncob";"sw_sed_detender"
"sw_sed_detender.32";"4";"Count";2;"corncob";"sw_sed_detender"
"sw_sed_detender.33";"5";"Count";0;"corncob";"sw_sed_detender"
"sw_sed_detender.34";"6";"Count";2;"corncob";"sw_sed_detender"
"sw_sed_detender.35";"7";"Count";1;"corncob";"sw_sed_detender"
"sw_sed_detender.36";"8";"Count";1;"corncob";"sw_sed_detender"
"sw_sed_detender.37";"9";"Count";1;"corncob";"sw_sed_detender"
"sw_sed_detender.38";"10";"Count";0;"corncob";"sw_sed_detender"
"sw_sed_detender.39";"11";"Count";0;"corncob";"sw_sed_detender"
"sw_sed_detender.40";"12";"Count";0;"corncob";"sw_sed_detender"
"sw_sed_detender.41";"13";"Count";0;"corncob";"sw_sed_detender"
"sw_sed_detender.42";"14";"Count";0;"corncob";"sw_sed_detender"
"sw_sed_detender.43";"1";"Count";2;"DESeq2";"sw_sed_detender"
"sw_sed_detender.44";"2";"Count";0;"DESeq2";"sw_sed_detender"
"sw_sed_detender.45";"3";"Count";1;"DESeq2";"sw_sed_detender"
"sw_sed_detender.46";"4";"Count";0;"DESeq2";"sw_sed_detender"
"sw_sed_detender.47";"5";"Count";2;"DESeq2";"sw_sed_detender"
"sw_sed_detender.48";"6";"Count";6;"DESeq2";"sw_sed_detender"
"sw_sed_detender.49";"7";"Count";5;"DESeq2";"sw_sed_detender"
"sw_sed_detender.50";"8";"Count";0;"DESeq2";"sw_sed_detender"
"sw_sed_detender.51";"9";"Count";2;"DESeq2";"sw_sed_detender"
"sw_sed_detender.52";"10";"Count";2;"DESeq2";"sw_sed_detender"
"sw_sed_detender.53";"11";"Count";0;"DESeq2";"sw_sed_detender"
"sw_sed_detender.54";"12";"Count";0;"DESeq2";"sw_sed_detender"
"sw_sed_detender.55";"13";"Count";0;"DESeq2";"sw_sed_detender"
"sw_sed_detender.56";"14";"Count";0;"DESeq2";"sw_sed_detender"
"sw_sed_detender.57";"1";"Count";9;"edgeR";"sw_sed_detender"
"sw_sed_detender.58";"2";"Count";1;"edgeR";"sw_sed_detender"
"sw_sed_detender.59";"3";"Count";2;"edgeR";"sw_sed_detender"
"sw_sed_detender.60";"4";"Count";2;"edgeR";"sw_sed_detender"
"sw_sed_detender.61";"5";"Count";1;"edgeR";"sw_sed_detender"
"sw_sed_detender.62";"6";"Count";0;"edgeR";"sw_sed_detender"
"sw_sed_detender.63";"7";"Count";0;"edgeR";"sw_sed_detender"
"sw_sed_detender.64";"8";"Count";1;"edgeR";"sw_sed_detender"
"sw_sed_detender.65";"9";"Count";2;"edgeR";"sw_sed_detender"
"sw_sed_detender.66";"10";"Count";2;"edgeR";"sw_sed_detender"
"sw_sed_detender.67";"11";"Count";0;"edgeR";"sw_sed_detender"
"sw_sed_detender.68";"12";"Count";0;"edgeR";"sw_sed_detender"
"sw_sed_detender.69";"13";"Count";0;"edgeR";"sw_sed_detender"
"sw_sed_detender.70";"14";"Count";0;"edgeR";"sw_sed_detender"
"sw_sed_detender.71";"1";"Count";0;"LEfSe";"sw_sed_detender"
"sw_sed_detender.72";"2";"Count";6;"LEfSe";"sw_sed_detender"
"sw_sed_detender.73";"3";"Count";4;"LEfSe";"sw_sed_detender"
"sw_sed_detender.74";"4";"Count";7;"LEfSe";"sw_sed_detender"
"sw_sed_detender.75";"5";"Count";2;"LEfSe";"sw_sed_detender"
"sw_sed_detender.76";"6";"Count";0;"LEfSe";"sw_sed_detender"
"sw_sed_detender.77";"7";"Count";0;"LEfSe";"sw_sed_detender"
"sw_sed_detender.78";"8";"Count";1;"LEfSe";"sw_sed_detender"
"sw_sed_detender.79";"9";"Count";0;"LEfSe";"sw_sed_detender"
"sw_sed_detender.80";"10";"Count";0;"LEfSe";"sw_sed_detender"
"sw_sed_detender.81";"11";"Count";0;"LEfSe";"sw_sed_detender"
"sw_sed_detender.82";"12";"Count";0;"LEfSe";"sw_sed_detender"
"sw_sed_detender.83";"13";"Count";0;"LEfSe";"sw_sed_detender"
"sw_sed_detender.84";"14";"Count";0;"LEfSe";"sw_sed_detender"
"sw_sed_detender.85";"1";"Count";6;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.86";"2";"Count";3;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.87";"3";"Count";1;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.88";"4";"Count";5;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.89";"5";"Count";1;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.90";"6";"Count";0;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.91";"7";"Count";0;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.92";"8";"Count";1;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.93";"9";"Count";1;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.94";"10";"Count";2;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.95";"11";"Count";0;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.96";"12";"Count";0;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.97";"13";"Count";0;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.98";"14";"Count";0;"MaAsLin2";"sw_sed_detender"
"sw_sed_detender.99";"1";"Count";1;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.100";"2";"Count";1;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.101";"3";"Count";3;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.102";"4";"Count";5;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.103";"5";"Count";3;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.104";"6";"Count";0;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.105";"7";"Count";2;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.106";"8";"Count";1;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.107";"9";"Count";2;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.108";"10";"Count";2;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.109";"11";"Count";0;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.110";"12";"Count";0;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.111";"13";"Count";0;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.112";"14";"Count";0;"MaAsLin2 (rare)";"sw_sed_detender"
"sw_sed_detender.113";"1";"Count";12;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.114";"2";"Count";1;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.115";"3";"Count";1;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.116";"4";"Count";1;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.117";"5";"Count";3;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.118";"6";"Count";0;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.119";"7";"Count";1;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.120";"8";"Count";1;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.121";"9";"Count";0;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.122";"10";"Count";0;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.123";"11";"Count";0;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.124";"12";"Count";0;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.125";"13";"Count";0;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.126";"14";"Count";0;"metagenomeSeq";"sw_sed_detender"
"sw_sed_detender.127";"1";"Count";1;"t-test (rare)";"sw_sed_detender"
"sw_sed_detender.128";"2";"Count";2;"t-test (rare)";"sw_sed_detender"
"sw_sed_detender.129";"3";"Count";3;"t-test (rare)";"sw_sed_detender"
"sw_sed_detender.130";"4";"Count";0;"t-test (rare)";"sw_sed_detender"
"sw_sed_detender.131";"5";"Count";1;"t-test (rare)";"sw_sed_detender"
"sw_sed_detender.132";"6";"Count";5;"t-test (rare)";"sw_sed_detender"
"sw_sed_detender.133";"7";"Count";4;"t-test (rare)";"sw_sed_detender"
