metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
comparison	c547de470698d66fc76d4ce988dc15fa	Y	-0.00781661255341591	0.00425221705436123	36	4	0.0747764513621302	0.47403263704903
comparison	db0b29c9f8f91f861a888aa6967ac9e8	Y	-0.00963108389341847	0.00446786347667052	36	5	0.038278703361671	0.47403263704903
comparison	8664d2b5b7f47e2bfcd1d90438d4551d	Y	-0.00656278482092923	0.00413112519572812	36	3	0.12140362370954	0.47403263704903
comparison	276f80f358b5bf97fb7d5b56361f7a99	Y	-0.00823767339607776	0.00675939380260416	36	2	0.231346720391536	0.47403263704903
comparison	2230b4f5a28935ca094de4813bee9457	Y	-0.0134335585206064	0.00705211445405468	36	4	0.0652807252998207	0.47403263704903
comparison	c3b3027aea764015989f5fc8ea7f55e5	Y	-0.00940096787370957	0.00596616252753034	36	3	0.124352005998663	0.47403263704903
comparison	809ecf1662910a04426ce4d9c86afc3c	Y	-0.00992307000134482	0.00635456032338274	36	4	0.127651086809922	0.47403263704903
comparison	92d7d4ed8f540b6a22c4ac069da43dc1	Y	-0.0326985322475949	0.0203429860377926	36	6	0.117223509155877	0.47403263704903
comparison	be8ec52d6467dc48047ed846da2b3596	Y	-0.0181661122893015	0.0106471864063814	36	6	0.0970930706869039	0.47403263704903
comparison	d6e048eb367ae5d0811088e5f4ddb713	Y	-0.00371989163429657	0.0029540181140067	36	2	0.216511471775104	0.47403263704903
comparison	61db93081ed0952181ac0cc1947b6211	Y	-0.00771269087248945	0.00467165627991128	36	5	0.107956455886689	0.47403263704903
comparison	ab91b0f6f70a5993d5121cd2cfeb6422	Y	-0.00853895753412048	0.00465552575923126	36	4	0.0753954984011569	0.47403263704903
comparison	aa264addf7bf503e5d88556ae9291539	Y	-0.00825560861815165	0.00448752655056644	36	5	0.0745602076047442	0.47403263704903
comparison	dfee0febdf8935a9b436f772b0414ae8	Y	-0.00533050538851144	0.00338172037089305	36	3	0.124223794012783	0.47403263704903
comparison	1a672a19e12619d8b2a43ab3e780c47e	Y	-0.00564497000835187	0.00479498062957249	36	6	0.247264875271286	0.47403263704903
comparison	b5dd8d969fce83b6cf0c6f5774ac341e	Y	-0.00694338929124559	0.00426217828876991	36	3	0.112529992819879	0.47403263704903
comparison	ca08c2ce30306134a1b8ace9b8eacda6	Y	-0.0401953274990418	0.0278426480059189	36	5	0.157986260671505	0.47403263704903
comparison	26888bad0cd8c6ae57af7b7de92a5640	Y	-0.0108872824698435	0.00537500834515584	36	5	0.0507189249822617	0.47403263704903
comparison	6441568eeb7f6e790f8687be306dddb2	Y	-0.00318454513254529	0.00263148894088527	36	2	0.234560702319397	0.47403263704903
comparison	1feab43b32685d040e3d1099bfdfa906	Y	-0.0112126954168798	0.00541290862140229	36	5	0.0459710852471217	0.47403263704903
comparison	4d986b3c9bf2b6630b7134281ed3e32c	Y	-0.00704952412099905	0.00425540250847162	36	5	0.106800634734651	0.47403263704903
comparison	e922169a9b0c3567165c5939f83c150b	Y	-0.00754212545182671	0.00646179310261929	36	2	0.251255484514837	0.47403263704903
comparison	195bfa6f581be70f95b3e49ba7bfb8c6	Y	-0.00500095295899132	0.00395085085616148	36	2	0.214192947319749	0.47403263704903
comparison	d17d95b1bac320c43768b58f4901f75a	Y	-0.0118848448162301	0.00648091595219839	36	4	0.075446197245047	0.47403263704903
comparison	8fe8148b108751e3881bad5c90bc3398	Y	-0.0074394283259528	0.00408967102966609	36	4	0.0777162829206121	0.47403263704903
